0,0.084841712
0.1,0.082906318
0.2,0.093417354
0.4,0.134899313
0.6,0.193080964
1.2,0.173270817
2.5,0.151543708
5,0.147221326
8,0.117033777
15,0.121724805
20,0.092781439
30,0.085145846
45,0.070423022
